file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,error,latency_ms,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,_raw,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000022526.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022526.jpg,"[[224, 191, 105, 146]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000022526.jpg,000022526.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022526.jpg,gemini-2.5-flash-lite,,1430.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022526.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000006014.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006014.jpg,"[[187.922, 153.884, 73.751, 94.315]]",[True],Yes,Easy,Accident,Sad,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000006014.jpg,000006014.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006014.jpg,gemini-2.5-flash-lite,,1209.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006014.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Sad,Neutral,Sad,Neutral,True,Neutral,Human-Adult,Cartoon,Human-Adult,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000014465.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014465.jpg,"[[259, 160, 210, 296]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,0,000014465.jpg,000014465.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014465.jpg,gemini-2.5-flash-lite,,1248.0,Easy,Design,Neutral,Cartoon,Male,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014465.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Male,Neutral,Male,True,Male,No,Yes,No,Yes,True,Yes
000024917.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024917.jpg,"[[211, 207, 126, 84]]",[True],Yes,Medium,Accident,Surprised,Alien,Neutral,No,Somewhat,,1,True,1,000024917.jpg,000024917.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024917.jpg,gemini-2.5-flash-lite,,2173.0,Hard,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024917.jpg,Medium,Hard,Medium,Hard,True,Hard,Accident,Accident,Accident,Accident,True,Accident,Surprised,Neutral,Surprised,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000006605.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006605.jpg,"[[341, 221, 27, 24]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Common,,1,True,2,000006605.jpg,000006605.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006605.jpg,gemini-2.5-flash-lite,,1122.0,Hard,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006605.jpg,Hard,Hard,Hard,Hard,True,Hard,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000027359.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027359.jpg,"[[107, 114, 253, 293]]",[True],Yes,Easy,Accident,Happy,Other,Neutral,Yes,Somewhat,,1,False,3,000027359.jpg,000027359.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027359.jpg,gemini-2.5-flash-lite,,1038.0,Easy,Accident,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027359.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Happy,Happy,Happy,Happy,True,Happy,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Yes,Yes,Yes,Yes,True,Yes
000024110.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024110.jpg,"[[67, 72, 318, 287]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0,000024110.jpg,000024110.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024110.jpg,gemini-2.5-flash-lite,,2368.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024110.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000018968.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018968.jpg,"[[198, 187, 174, 230]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,2,000018968.jpg,000018968.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018968.jpg,gemini-2.5-flash-lite,,1286.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018968.jpg,Easy,Medium,Easy,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Other,Human-Adult,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000013231.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013231.jpg,"[[258, 135, 133, 248]]",[True],Yes,Easy,Design,Surprised,Human-Adult,Male,No,Somewhat,,1,False,1,000013231.jpg,000013231.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000013231.jpg,gemini-2.5-flash-lite,,1264.0,Easy,Design,Other,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000013231.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Surprised,Other,Surprised,Other,True,Other,Human-Adult,Cartoon,Human-Adult,Cartoon,True,Cartoon,Male,Neutral,Male,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000015140.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015140.jpg,"[[62, 99, 123, 81]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,0,000015140.jpg,000015140.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015140.jpg,gemini-2.5-flash-lite,,891.0,Hard,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015140.jpg,Medium,Hard,Medium,Hard,True,Hard,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000010829.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010829.jpg,"[[195, 142, 186, 228]]",[True],Yes,Hard,Accident,Sad,Alien,Neutral,No,Uncommon,,1,True,2,000010829.jpg,000010829.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010829.jpg,gemini-2.5-flash-lite,,1124.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010829.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Sad,Neutral,Sad,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000007486.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007486.jpg,"[[215, 26, 107, 137], [193.596, 252.454, 168.066, 199.978]]","[False, True]",Yes,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Uncommon,['Interesting'],2,True,3,000007486.jpg,000007486.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007486.jpg,gemini-2.5-flash-lite,,1117.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007486.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Human-Young,Cartoon,Human-Young,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000027945.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027945.jpg,"[[187, 88, 174, 289]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Common,,1,True,3,000027945.jpg,000027945.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027945.jpg,gemini-2.5-flash-lite,,1089.0,Easy,Design,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027945.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000000350.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000350.jpg,"[[95, 212, 344, 184]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Somewhat,,1,True,3,000000350.jpg,000000350.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000000350.jpg,gemini-2.5-flash-lite,,2382.0,Easy,Accident,Sad,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000000350.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Happy,Sad,Happy,Sad,True,Sad,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000006512.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006512.jpg,"[[162.393, 155.302, 180.831, 229.053]]",[True],Yes,Medium,Accident,Happy,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,False,1,000006512.jpg,000006512.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006512.jpg,gemini-2.5-flash-lite,,1103.0,Hard,Design,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006512.jpg,Medium,Hard,Medium,Hard,True,Hard,Accident,Design,Accident,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Human-Adult,Other,Human-Adult,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,No,Somewhat,No,True,No
000012705.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012705.jpg,"[[61, 186, 185, 177]]",[True],Yes,Hard,Accident,Angry,Alien,Neutral,No,Uncommon,,1,True,0,000012705.jpg,000012705.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000012705.jpg,gemini-2.5-flash-lite,non_json_response,1021.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Angry"",
  ""Person or creature?"": ""Other"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000012705.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Angry,,Angry,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000026560.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026560.jpg,"[[209, 154, 111, 82]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,False,0,000026560.jpg,000026560.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026560.jpg,gemini-2.5-flash-lite,non_json_response,1115.0,,,,,,,no face,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026560.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000001290.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001290.jpg,"[[238, 216, 62, 52]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,No,Common,,1,True,3,000001290.jpg,000001290.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001290.jpg,gemini-2.5-flash-lite,,1118.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001290.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Human-Young,Cartoon,Human-Young,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000004766.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004766.jpg,"[[132, 51, 99, 88], [112, 210, 144, 106], [274, 174, 121, 133]]","[True, False, False]",Several,Easy,Design,Surprised,Cartoon,Neutral,No,Common,,3,False,3,000004766.jpg,000004766.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004766.jpg,gemini-2.5-flash-lite,,1000.0,Easy,Design,Surprised,Animal,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004766.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Surprised,Surprised,Surprised,Surprised,True,Surprised,Cartoon,Animal,Cartoon,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000011770.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011770.jpg,"[[119, 251, 44, 62]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,1,000011770.jpg,000011770.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011770.jpg,gemini-2.5-flash-lite,,1054.0,Easy,Design,Neutral,Human-Old,Male,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011770.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Human-Old,Human-Adult,Human-Old,True,Human-Old,Male,Male,Male,Male,True,Male,No,No,No,No,True,No
000020006.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020006.jpg,"[[166, 170, 215, 133]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Neutral,No,Common,['Interesting'],1,False,0,000020006.jpg,000020006.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020006.jpg,gemini-2.5-flash-lite,,950.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020006.jpg,Easy,Medium,Easy,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Old,Other,Human-Old,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000018753.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018753.jpg,"[[123, 103, 318, 314]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,3,000018753.jpg,000018753.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018753.jpg,gemini-2.5-flash-lite,,955.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018753.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Other,Cartoon,Other,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000021487.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021487.jpg,"[[239, 154, 146, 208]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,1,000021487.jpg,000021487.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000021487.jpg,gemini-2.5-flash-lite,non_json_response,1135.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Neutral"",
  ""Person or creature?"": ""Other"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000021487.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000015365.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015365.jpg,"[[267, 155, 49, 98]]",[True],Yes,Medium,Accident,Scared,Animal,Male,No,Uncommon,,1,True,1,000015365.jpg,000015365.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015365.jpg,gemini-2.5-flash-lite,,1425.0,Easy,Accident,Neutral,Animal,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015365.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Scared,Neutral,Scared,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Male,Neutral,Male,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000025846.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025846.jpg,"[[96, 173, 118, 107], [225, 65, 228, 166], [175, 331, 107, 113]]","[True, False, True]",Several,Easy,Accident,Surprised,Robot,Neutral,No,Common,,3,True,2,000025846.jpg,000025846.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025846.jpg,gemini-2.5-flash-lite,,1261.0,Easy,Design,Surprised,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025846.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Surprised,Surprised,Surprised,Surprised,True,Surprised,Robot,Cartoon,Robot,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000022435.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022435.jpg,"[[96, 83, 94, 114], [323, 233, 79, 86], [37, 305, 100, 68], [171, 302, 87, 54]]","[True, False, False, False]",Several,Easy,Design,Scared,Animal,Neutral,Somewhat,Common,,4,False,2,000022435.jpg,000022435.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022435.jpg,gemini-2.5-flash-lite,,885.0,Easy,Design,Other,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022435.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Scared,Other,Scared,Other,True,Other,Animal,Cartoon,Animal,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000015039.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015039.jpg,"[[153, 175, 161, 132]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Somewhat,,1,True,3,000015039.jpg,000015039.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015039.jpg,gemini-2.5-flash-lite,,1014.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015039.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Surprised,Neutral,Surprised,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000021860.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021860.jpg,"[[184, 133, 49, 34]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Female,No,Common,['Interesting'],1,True,3,000021860.jpg,000021860.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000021860.jpg,gemini-2.5-flash-lite,,1219.0,Easy,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000021860.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Other,Human-Adult,Other,True,Other,Female,Neutral,Female,Neutral,True,Neutral,No,No,No,No,True,No
000026356.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026356.jpg,"[[83, 84, 342, 297]]",[True],Yes,Medium,Accident,Happy,Alien,Neutral,Yes,Uncommon,,1,False,0,000026356.jpg,000026356.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026356.jpg,gemini-2.5-flash-lite,,1283.0,Easy,Accident,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026356.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Happy,Happy,Happy,Happy,True,Happy,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Yes,Yes,Yes,Yes,True,Yes
000011413.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011413.jpg,"[[6, 182, 103, 114], [220, 97, 89, 83], [400, 200, 112, 110]]","[True, False, False]",Several,Medium,Design,Happy,Robot,Neutral,Somewhat,Somewhat,,3,False,0,000011413.jpg,000011413.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011413.jpg,gemini-2.5-flash-lite,,1374.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011413.jpg,Medium,Easy,Medium,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Robot,Cartoon,Robot,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000025600.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025600.jpg,"[[256, 71, 73, 89], [164, 24, 91, 130]]","[True, False]",Several,Medium,Design,Neutral,Human-Old,Male,No,Uncommon,,2,True,1,000025600.jpg,000025600.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025600.jpg,gemini-2.5-flash-lite,,1401.0,Easy,Design,Neutral,Human-Old,Male,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025600.jpg,Medium,Easy,Medium,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Old,Human-Old,Human-Old,Human-Old,True,Human-Old,Male,Male,Male,Male,True,Male,No,No,No,No,True,No
000005328.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005328.jpg,"[[0, 169, 98, 83], [0, 248, 110, 94], [98, 306, 142, 109], [258, 264, 126, 127], [237, 168, 144, 91], [76, 108, 98, 77], [182, 78, 113, 100], [308, 73, 120, 91], [400, 129, 112, 101], [373, 216, 139, 118], [102.116, 197.141, 141.829, 95.025]]","[False, False, False, False, False, False, False, False, False, False, True]",Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],11,True,1,000005328.jpg,000005328.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005328.jpg,gemini-2.5-flash-lite,,1161.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005328.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000010972.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010972.jpg,"[[175, 284, 171, 185]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0,000010972.jpg,000010972.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010972.jpg,gemini-2.5-flash-lite,,1328.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010972.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Cartoon,Animal,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000002210.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002210.jpg,"[[135, 164, 148, 229]]",[True],Yes,Easy,Design,Neutral,Cartoon,Male,No,Common,['Interesting'],1,False,0,000002210.jpg,000002210.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000002210.jpg,gemini-2.5-flash-lite,,1175.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000002210.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Other,Cartoon,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
