file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,latency_ms,error,_raw,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000021487.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021487.jpg,"[[239, 154, 146, 208]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,1,000021487.jpg,000021487.jpg,,,,,,,,,,,,000021487.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000015365.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015365.jpg,"[[267, 155, 49, 98]]",[True],Yes,Medium,Accident,Scared,Animal,Male,No,Uncommon,,1,True,1,000015365.jpg,000015365.jpg,,,,,,,,,,,,000015365.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Scared,,Scared,,False,,Animal,,Animal,,False,,Male,,Male,,False,,No,,No,,False,
000025846.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025846.jpg,"[[96, 173, 118, 107], [225, 65, 228, 166], [175, 331, 107, 113]]","[True, False, True]",Several,Easy,Accident,Surprised,Robot,Neutral,No,Common,,3,True,2,000025846.jpg,000025846.jpg,,,,,,,,,,,,000025846.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000022435.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022435.jpg,"[[96, 83, 94, 114], [323, 233, 79, 86], [37, 305, 100, 68], [171, 302, 87, 54]]","[True, False, False, False]",Several,Easy,Design,Scared,Animal,Neutral,Somewhat,Common,,4,False,2,000022435.jpg,000022435.jpg,,,,,,,,,,,,000022435.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Scared,,Scared,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000015039.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015039.jpg,"[[153, 175, 161, 132]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Somewhat,,1,True,3,000015039.jpg,000015039.jpg,,,,,,,,,,,,000015039.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000021860.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021860.jpg,"[[184, 133, 49, 34]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Female,No,Common,['Interesting'],1,True,3,000021860.jpg,000021860.jpg,,,,,,,,,,,,000021860.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Female,,Female,,False,,No,,No,,False,
000026356.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026356.jpg,"[[83, 84, 342, 297]]",[True],Yes,Medium,Accident,Happy,Alien,Neutral,Yes,Uncommon,,1,False,0,000026356.jpg,000026356.jpg,,,,,,,,,,,,000026356.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,Yes,,Yes,,False,
000011413.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011413.jpg,"[[6, 182, 103, 114], [220, 97, 89, 83], [400, 200, 112, 110]]","[True, False, False]",Several,Medium,Design,Happy,Robot,Neutral,Somewhat,Somewhat,,3,False,0,000011413.jpg,000011413.jpg,,,,,,,,,,,,000011413.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000025600.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025600.jpg,"[[256, 71, 73, 89], [164, 24, 91, 130]]","[True, False]",Several,Medium,Design,Neutral,Human-Old,Male,No,Uncommon,,2,True,1,000025600.jpg,000025600.jpg,,,,,,,,,,,,000025600.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000005328.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005328.jpg,"[[0, 169, 98, 83], [0, 248, 110, 94], [98, 306, 142, 109], [258, 264, 126, 127], [237, 168, 144, 91], [76, 108, 98, 77], [182, 78, 113, 100], [308, 73, 120, 91], [400, 129, 112, 101], [373, 216, 139, 118], [102.116, 197.141, 141.829, 95.025]]","[False, False, False, False, False, False, False, False, False, False, True]",Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],11,True,1,000005328.jpg,000005328.jpg,,,,,,,,,,,,000005328.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000010972.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010972.jpg,"[[175, 284, 171, 185]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0,000010972.jpg,000010972.jpg,,,,,,,,,,,,000010972.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000002210.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002210.jpg,"[[135, 164, 148, 229]]",[True],Yes,Easy,Design,Neutral,Cartoon,Male,No,Common,['Interesting'],1,False,0,000002210.jpg,000002210.jpg,,,,,,,,,,,,000002210.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Male,,Male,,False,,No,,No,,False,
000004940.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004940.jpg,"[[258, 107, 172, 116]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,3,000004940.jpg,000004940.jpg,,,,,,,,,,,,000004940.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000003261.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003261.jpg,"[[241, 188, 203, 181]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,3,000003261.jpg,000003261.jpg,,,,,,,,,,,,000003261.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016692.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016692.jpg,"[[202, 118, 255, 284]]",[True],Yes,Easy,Accident,Neutral,Human-Young,Male,No,Uncommon,['Interesting'],1,False,3,000016692.jpg,000016692.jpg,,,,,,,,,,,,000016692.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Young,,Human-Young,,False,,Male,,Male,,False,,No,,No,,False,
000010142.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010142.jpg,"[[321, 211, 93, 87]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,False,1,000010142.jpg,000010142.jpg,,,,,,,,,,,,000010142.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000019731.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019731.jpg,"[[157, 186, 63, 87]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,No,Common,,1,True,2,000019731.jpg,000019731.jpg,,,,,,,,,,,,000019731.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000023004.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023004.jpg,"[[244, 140, 162, 210]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Common,['NSFW'],1,True,0,000023004.jpg,000023004.jpg,,,,,,,,,,,,000023004.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000003440.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003440.jpg,"[[175, 197, 47, 55], [289, 195, 43, 46]]","[True, False]",Several,Easy,Design,Happy,Human-Adult,Male,Somewhat,Somewhat,,2,False,3,000003440.jpg,000003440.jpg,,,,,,,,,,,,000003440.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000003904.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003904.jpg,"[[113, 153, 242, 281]]",[True],Yes,Medium,Design,Scared,Animal,Neutral,No,Uncommon,,1,False,3,000003904.jpg,000003904.jpg,,,,,,,,,,,,000003904.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Scared,,Scared,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000001013.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001013.jpg,"[[144, 146, 218, 243]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1,000001013.jpg,000001013.jpg,,,,,,,,,,,,000001013.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000014594.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014594.jpg,"[[95, 201, 346, 265]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,2,000014594.jpg,000014594.jpg,,,,,,,,,,,,000014594.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000027632.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027632.jpg,"[[233, 193, 138, 173]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Uncommon,,1,False,1,000027632.jpg,000027632.jpg,,,,,,,,,,,,000027632.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000017441.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017441.jpg,"[[210, 139, 171, 145]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,2,000017441.jpg,000017441.jpg,,,,,,,,,,,,000017441.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000014657.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014657.jpg,"[[212, 206, 91, 95]]",[True],Yes,Easy,Accident,Neutral,Alien,Neutral,No,Common,['Interesting'],1,True,3,000014657.jpg,000014657.jpg,,,,,,,,,,,,000014657.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005382.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005382.jpg,"[[83.679, 197.85, 304.93, 254.582]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,1,000005382.jpg,000005382.jpg,,,,,,,,,,,,000005382.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000015687.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015687.jpg,"[[167, 291, 112, 75]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,3,000015687.jpg,000015687.jpg,,,,,,,,,,,,000015687.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005280.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005280.jpg,"[[109.917, 175.158, 287.911, 181.54]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,False,3,000005280.jpg,000005280.jpg,,,,,,,,,,,,000005280.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Human-Adult,,Human-Adult,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000022192.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022192.jpg,"[[133, 201, 202, 184]]",[True],Yes,Hard,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,False,2,000022192.jpg,000022192.jpg,,,,,,,,,,,,000022192.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000011039.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011039.jpg,"[[181, 176, 145, 162]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Uncommon,['Interesting'],1,False,1,000011039.jpg,000011039.jpg,,,,,,,,,,,,000011039.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000027575.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027575.jpg,"[[211, 200, 93, 92]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000027575.jpg,000027575.jpg,,,,,,,,,,,,000027575.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000027867.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027867.jpg,"[[179, 79, 125, 166]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Somewhat,,1,True,0,000027867.jpg,000027867.jpg,,,,,,,,,,,,000027867.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000008951.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008951.jpg,"[[70, 16, 347, 472]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,2,000008951.jpg,000008951.jpg,,,,,,,,,,,,000008951.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000020016.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020016.jpg,"[[154, 285, 97, 60]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,False,0,000020016.jpg,000020016.jpg,,,,,,,,,,,,000020016.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000011260.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011260.jpg,"[[346, 253, 57, 57], [54, 255, 82, 77], [103, 146, 27, 32]]","[False, False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],3,False,2,000011260.jpg,000011260.jpg,,,,,,,,,,,,000011260.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000004635.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004635.jpg,"[[211, 230, 58, 205], [270, 224, 93, 213]]","[False, True]",Several,Easy,Accident,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],2,True,3,000004635.jpg,000004635.jpg,,,,,,,,,,,,000004635.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000026267.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026267.jpg,"[[163, 143, 200, 220]]",[True],Yes,Easy,Design,Scared,Robot,Neutral,Somewhat,Somewhat,,1,True,1,000026267.jpg,000026267.jpg,,,,,,,,,,,,000026267.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Scared,,Scared,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000003891.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003891.jpg,"[[291, 166, 156, 133]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Uncommon,,1,True,2,000003891.jpg,000003891.jpg,,,,,,,,,,,,000003891.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000022212.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022212.jpg,"[[120, 86, 251, 239]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Common,,1,False,0,000022212.jpg,000022212.jpg,,,,,,,,,,,,000022212.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000013103.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013103.jpg,"[[316, 165, 180, 170]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3,000013103.jpg,000013103.jpg,,,,,,,,,,,,000013103.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000018640.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018640.jpg,"[[71, 171, 107, 168]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,0,000018640.jpg,000018640.jpg,,,,,,,,,,,,000018640.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000009832.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009832.jpg,"[[134, 320, 253, 175]]",[True],Yes,Easy,Design,Neutral,Human-Young,Male,No,Common,,1,True,1,000009832.jpg,000009832.jpg,,,,,,,,,,,,000009832.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Young,,Human-Young,,False,,Male,,Male,,False,,No,,No,,False,
000026057.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026057.jpg,"[[13, 163, 224, 260]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Somewhat,,1,False,1,000026057.jpg,000026057.jpg,,,,,,,,,,,,000026057.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005101.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005101.jpg,"[[221.252, 212.742, 84.388, 89.352]]",[True],Yes,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2,000005101.jpg,000005101.jpg,,,,,,,,,,,,000005101.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Sad,,Sad,,False,,Human-Adult,,Human-Adult,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000005113.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005113.jpg,"[[37.584, 217.706, 159.557, 141.119]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1,000005113.jpg,000005113.jpg,,,,,,,,,,,,000005113.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Angry,,Angry,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000007530.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007530.jpg,"[[82.97, 121.972, 312.022, 212.743]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,,1,False,2,000007530.jpg,000007530.jpg,,,,,,,,,,,,000007530.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000014983.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014983.jpg,"[[197, 188, 110, 157]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000014983.jpg,000014983.jpg,,,,,,,,,,,,000014983.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000013957.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013957.jpg,"[[161, 247, 155, 137]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,3,000013957.jpg,000013957.jpg,,,,,,,,,,,,000013957.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000000808.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000808.jpg,"[[80, 205, 41, 104], [279, 100, 102, 108], [109, 91, 105, 109]]","[False, False, True]",Several,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],3,True,1,000000808.jpg,000000808.jpg,/mnt/mahdipou/test/FacesInThings/images/000000808.jpg,qwen2.5vl,45843.0,no_face,no face,,,,,,,/mnt/mahdipou/test/FacesInThings/images/000000808.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000021456.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021456.jpg,"[[171, 19, 199, 308]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,2,000021456.jpg,000021456.jpg,,,,,,,,,,,,000021456.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000015479.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015479.jpg,"[[405, 131, 40, 44], [116, 243, 71, 82]]","[False, True]",Several,Easy,Design,Neutral,Human-Adult,Male,No,Uncommon,['Interesting'],2,True,2,000015479.jpg,000015479.jpg,,,,,,,,,,,,000015479.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000018346.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018346.jpg,"[[124, 129, 337, 247]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,2,000018346.jpg,000018346.jpg,,,,,,,,,,,,000018346.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000006848.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006848.jpg,"[[68, 241, 108, 97]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000006848.jpg,000006848.jpg,,,,,,,,,,,,000006848.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000015102.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015102.jpg,"[[0, 0, 512, 458]]",[True],Yes,Easy,Design,,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000015102.jpg,000015102.jpg,,,,,,,,,,,,000015102.jpg,Easy,,Easy,,False,,Design,,Design,,False,,,,,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000008581.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008581.jpg,"[[215, 230, 103, 81]]",[True],Yes,Medium,Accident,Happy,Animal,Neutral,No,Uncommon,,1,False,1,000008581.jpg,000008581.jpg,,,,,,,,,,,,000008581.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016965.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016965.jpg,"[[191, 163, 110, 117]]",[True],Yes,,Accident,Sad,Alien,Neutral,No,Uncommon,,1,True,0,000016965.jpg,000016965.jpg,,,,,,,,,,,,000016965.jpg,,,,,False,,Accident,,Accident,,False,,Sad,,Sad,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000025247.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025247.jpg,"[[200, 216, 77, 64]]",[True],Yes,Easy,Accident,Surprised,Other,Neutral,No,Common,,1,True,2,000025247.jpg,000025247.jpg,,,,,,,,,,,,000025247.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000024331.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024331.jpg,"[[122, 90, 223, 279]]",[True],Yes,Easy,Design,Happy,Animal,Female,Yes,Uncommon,,1,False,0,000024331.jpg,000024331.jpg,,,,,,,,,,,,000024331.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Female,,Female,,False,,Yes,,Yes,,False,
