image_path,model,error,latency_ms,Hard to spot?_x,Accident or design?_x,Emotion?_x,Person or creature?_x,Gender?_x,Amusing?_x,pred_Hard to spot?_norm,pred_Accident or design?_norm,pred_Emotion?_norm,pred_Person or creature?_norm,pred_Gender?_norm,pred_Amusing?_norm,Hard to spot?_y,Accident or design?_y,Emotion?_y,Person or creature?_y,Gender?_y,Amusing?_y,gt_Hard to spot?_norm,gt_Accident or design?_norm,gt_Emotion?_norm,gt_Person or creature?_norm,gt_Gender?_norm,gt_Amusing?_norm,answered_any
000009782.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000009782.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000005981.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Easy,Design,Happy,Human-Young,Neutral,Somewhat,False
000005981.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Easy,Design,Happy,Human-Young,Neutral,Somewhat,False
000005981.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Easy,Design,Happy,Human-Young,Neutral,Somewhat,False
000003998.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000003998.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000003998.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000003159.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000003159.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000003159.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000016305.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000016305.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000016305.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000006561.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000006561.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000006561.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000006043.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Adult,Female,Somewhat,Medium,Design,Neutral,Human-Adult,Female,Somewhat,False
000006043.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Adult,Female,Somewhat,Medium,Design,Neutral,Human-Adult,Female,Somewhat,False
000006043.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Adult,Female,Somewhat,Medium,Design,Neutral,Human-Adult,Female,Somewhat,False
000011062.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000011062.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000011062.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000021147.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000021147.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000021147.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000012593.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000012593.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000012593.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000028063.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000028063.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000028063.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000015003.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000015003.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000015003.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007900.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000007900.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000007900.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000025470.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000025470.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000025470.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000018382.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000018382.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000018382.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000027654.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,Somewhat,Easy,Design,Neutral,Human-Adult,Female,Somewhat,False
000027654.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,Somewhat,Easy,Design,Neutral,Human-Adult,Female,Somewhat,False
000027654.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,Somewhat,Easy,Design,Neutral,Human-Adult,Female,Somewhat,False
000005838.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000005838.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000005838.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000025884.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000025884.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000025884.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000020814.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020814.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020814.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000010160.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Surprised,Other,Neutral,No,Easy,Design,Surprised,Other,Neutral,No,False
000010160.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Surprised,Other,Neutral,No,Easy,Design,Surprised,Other,Neutral,No,False
000010160.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Surprised,Other,Neutral,No,Easy,Design,Surprised,Other,Neutral,No,False
000005700.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Somewhat,Easy,Design,Neutral,Other,Neutral,Somewhat,False
000005700.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Somewhat,Easy,Design,Neutral,Other,Neutral,Somewhat,False
000005700.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Somewhat,Easy,Design,Neutral,Other,Neutral,Somewhat,False
000023259.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000023259.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000023259.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000015636.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Happy,Animal,Neutral,Somewhat,Medium,Design,Happy,Animal,Neutral,Somewhat,False
000015636.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Happy,Animal,Neutral,Somewhat,Medium,Design,Happy,Animal,Neutral,Somewhat,False
000015636.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Happy,Animal,Neutral,Somewhat,Medium,Design,Happy,Animal,Neutral,Somewhat,False
000007554.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007554.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007554.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007324.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Angry,Human-Adult,Male,No,Hard,Accident,Angry,Human-Adult,Male,No,False
000007324.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Angry,Human-Adult,Male,No,Hard,Accident,Angry,Human-Adult,Male,No,False
000007324.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Angry,Human-Adult,Male,No,Hard,Accident,Angry,Human-Adult,Male,No,False
000010544.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000010544.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000010544.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000020200.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020200.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020200.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000010998.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000010998.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000010998.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000000811.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000000811.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000000811.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000021049.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000021049.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000021049.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000022198.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000022198.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000022198.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000024387.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Disgusted,Human-Adult,Male,No,Medium,Accident,Disgusted,Human-Adult,Male,No,False
000024387.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Disgusted,Human-Adult,Male,No,Medium,Accident,Disgusted,Human-Adult,Male,No,False
000024387.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Disgusted,Human-Adult,Male,No,Medium,Accident,Disgusted,Human-Adult,Male,No,False
000015967.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000015967.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000015967.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000008285.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000008285.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000008285.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000005934.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Female,Yes,Easy,Design,Happy,Human-Adult,Female,Yes,False
000005934.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Female,Yes,Easy,Design,Happy,Human-Adult,Female,Yes,False
000005934.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Female,Yes,Easy,Design,Happy,Human-Adult,Female,Yes,False
000019271.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000019271.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000019271.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000026990.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Angry,Robot,Neutral,No,Easy,Design,Angry,Robot,Neutral,No,False
000026990.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Angry,Robot,Neutral,No,Easy,Design,Angry,Robot,Neutral,No,False
000026990.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Angry,Robot,Neutral,No,Easy,Design,Angry,Robot,Neutral,No,False
000010026.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000010026.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000010026.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000013702.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000013702.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000013702.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000017377.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000017377.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000017377.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000016914.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000016914.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000016914.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000009364.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000009364.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000009364.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000007776.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000007776.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000007776.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000006200.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,False
000006200.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,False
000006200.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,Medium,Design,Neutral,Cartoon,Neutral,Somewhat,False
000006511.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Robot,Neutral,Somewhat,Medium,Accident,Happy,Robot,Neutral,Somewhat,False
000006511.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Robot,Neutral,Somewhat,Medium,Accident,Happy,Robot,Neutral,Somewhat,False
000006511.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Robot,Neutral,Somewhat,Medium,Accident,Happy,Robot,Neutral,Somewhat,False
000010466.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000010466.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000010466.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000027884.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000027884.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000027884.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Other,Neutral,No,Hard,Accident,Neutral,Other,Neutral,No,False
000006006.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Angry,Cartoon,Neutral,No,Medium,Design,Angry,Cartoon,Neutral,No,False
000006006.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Angry,Cartoon,Neutral,No,Medium,Design,Angry,Cartoon,Neutral,No,False
000006006.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Angry,Cartoon,Neutral,No,Medium,Design,Angry,Cartoon,Neutral,No,False
000017168.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000017168.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000017168.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000003840.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000003840.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000003840.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000024009.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000024009.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000024009.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000010991.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Female,No,Easy,Design,Neutral,Human-Young,Female,No,False
000010991.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Female,No,Easy,Design,Neutral,Human-Young,Female,No,False
000010991.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Female,No,Easy,Design,Neutral,Human-Young,Female,No,False
000016612.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Neutral,Other,Neutral,No,Medium,Design,Neutral,Other,Neutral,No,False
000016612.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Neutral,Other,Neutral,No,Medium,Design,Neutral,Other,Neutral,No,False
000016612.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Neutral,Other,Neutral,No,Medium,Design,Neutral,Other,Neutral,No,False
000018155.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000018155.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000018155.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Scared,Alien,Neutral,No,Hard,Accident,Scared,Alien,Neutral,No,False
000007818.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,Yes,Easy,Design,Happy,Animal,Neutral,Yes,False
000007818.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,Yes,Easy,Design,Happy,Animal,Neutral,Yes,False
000007818.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,Yes,Easy,Design,Happy,Animal,Neutral,Yes,False
000014956.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000014956.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000014956.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000016877.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000016877.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000016877.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000006974.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000006974.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000006974.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000020295.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000020295.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000020295.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000011909.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000011909.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
